@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {speech,music}

@DATA
0.163924,0.004948,2.891527,0.276649,0.218766,1.313487,0.027458,0.294844,-30.679727,0.839966,0.370054,-0.478428,-0.187700,-0.162440,-0.273218,-0.207884,-0.227920,0.069465,0.019487,0.114091,-0.161769,0.009831,0.002154,0.018864,0.019395,0.012337,0.009577,0.021287,0.003697,0.008723,0.019475,0.028287,0.004336,0.025174,-0.001111,-0.000019,-0.013116,0.001438,0.002177,-0.013617,0.000948,-0.004375,-0.182408,-0.005787,0.003201,0.015483,-0.006998,-0.001709,0.006816,-0.000116,0.016694,0.011804,0.014111,-0.006129,0.003955,-0.000136,-0.000002,0.003267,-0.002764,-0.000620,-0.000123,0.004353,-0.000018,-0.000031,-0.000022,0.000057,0.000005,0.000703,0.120862,0.009666,0.484704,0.092746,0.035865,0.782571,0.028445,0.209548,4.604325,1.375874,0.671645,0.732202,0.401709,0.392190,0.380997,0.309940,0.425504,0.427450,0.431470,0.376362,0.302024,0.020135,0.002519,0.029424,0.039161,0.019606,0.016803,0.037279,0.006885,0.013917,0.032047,0.039864,0.008377,0.018693,0.122374,0.010553,0.711875,0.097965,0.037475,0.889941,0.034390,0.230583,3.802807,1.342009,0.776075,0.687486,0.496998,0.443738,0.432580,0.367789,0.484796,0.419432,0.396787,0.481461,0.375258,0.029782,0.003325,0.037965,0.052718,0.030288,0.021384,0.041309,0.009330,0.018947,0.039157,0.050999,0.010978,0.020987,speech
0.203411,0.007897,2.850359,0.309910,0.218012,1.642792,0.013709,0.353156,-27.775869,0.448619,-0.106014,-0.288702,-0.195648,-0.361994,-0.093928,-0.186009,-0.046922,-0.076704,-0.103742,0.137877,-0.066953,0.007506,0.007436,0.010637,0.009811,0.021060,0.013617,0.013391,0.003633,0.006723,0.013490,0.012033,0.006830,0.016466,-0.000970,-0.000217,0.012481,-0.004437,-0.000204,-0.008556,-0.000005,-0.008156,-0.122678,0.001976,0.008015,0.042460,0.007393,0.025369,0.013221,0.006154,0.012258,-0.006937,-0.015030,0.000744,-0.026352,0.000126,0.000026,0.000063,0.000099,0.000117,-0.000011,-0.000484,-0.000586,-0.000043,0.000673,0.000610,0.000396,-0.000128,0.134489,0.010725,0.532559,0.107185,0.036055,0.665551,0.012014,0.224117,3.280791,1.119116,0.864331,0.661363,0.480135,0.468021,0.393310,0.432171,0.466743,0.390318,0.364851,0.415067,0.324982,0.009511,0.010385,0.017414,0.012316,0.031852,0.020393,0.018414,0.004708,0.008466,0.020268,0.012984,0.009217,0.012118,0.171199,0.012727,0.752263,0.113862,0.042114,0.773793,0.014189,0.254540,3.235313,1.321764,0.853293,0.725492,0.571756,0.475550,0.468860,0.468010,0.530582,0.448107,0.474058,0.463931,0.337427,0.014135,0.013089,0.024722,0.017163,0.039572,0.026862,0.022524,0.006619,0.011349,0.026687,0.016994,0.011586,0.014751,speech
0.158041,0.010108,2.584469,0.257490,0.207264,1.004463,0.020890,0.258250,-28.462490,1.493889,0.147080,-0.144023,-0.139244,0.018288,-0.181787,0.039249,0.007494,-0.037180,-0.216346,-0.066028,-0.174384,0.024054,0.005361,0.025737,0.012751,0.017591,0.012370,0.036764,0.002609,0.005138,0.016546,0.027834,0.009494,0.024849,-0.001220,-0.000009,-0.005162,-0.001183,-0.001509,0.001401,0.000129,0.002031,-0.055532,-0.008363,0.007460,-0.028435,-0.028967,0.005698,0.006017,0.018970,0.018240,-0.002099,-0.013894,-0.017442,-0.000951,0.000030,0.000470,-0.001687,-0.000720,-0.001083,-0.000342,-0.000587,-0.000004,-0.000068,-0.000024,0.000963,0.000014,-0.000557,0.150380,0.011679,0.653713,0.135228,0.044053,0.691922,0.015476,0.235706,3.258767,1.392857,0.934038,0.523427,0.560506,0.308203,0.362621,0.343294,0.328753,0.263106,0.266180,0.317672,0.324547,0.030941,0.008604,0.034706,0.018953,0.024410,0.018769,0.054922,0.005510,0.008706,0.020809,0.027843,0.016953,0.017084,0.156099,0.015751,0.896387,0.143902,0.059562,0.807742,0.020332,0.263109,4.372676,1.644264,0.951440,0.623930,0.669785,0.381730,0.425063,0.386394,0.443129,0.344349,0.342549,0.393018,0.435607,0.039615,0.010576,0.041672,0.025803,0.032530,0.024601,0.063227,0.007864,0.012380,0.026098,0.038960,0.024224,0.020277,speech
0.222924,0.007373,2.795296,0.321805,0.217689,1.588274,0.013736,0.380740,-28.703045,0.409103,0.175098,-0.699195,-0.365902,-0.255037,-0.393983,-0.075164,-0.169829,-0.080030,0.111797,0.093294,0.013786,0.010587,0.004684,0.011516,0.014584,0.011406,0.009906,0.012296,0.004249,0.011331,0.012090,0.018522,0.007127,0.016988,-0.004422,-0.000006,0.009030,-0.000951,0.001075,-0.017368,0.000976,-0.007073,-0.102550,-0.007830,-0.003999,0.013585,0.010536,0.009963,0.003672,0.001682,0.004043,0.007554,0.011833,0.007850,0.000930,-0.000591,-0.000012,-0.000960,-0.000219,-0.000087,-0.000046,-0.001041,-0.000002,-0.000010,-0.000009,0.002553,0.000005,0.000388,0.149339,0.010915,0.467726,0.121588,0.035663,0.753244,0.009228,0.245280,3.429675,1.425825,0.867804,0.568768,0.465588,0.345922,0.365613,0.390383,0.489978,0.443322,0.456419,0.415995,0.298979,0.016050,0.008585,0.015904,0.025269,0.016004,0.015297,0.016816,0.009260,0.019778,0.019505,0.025551,0.012744,0.011581,0.147157,0.010711,0.678491,0.120696,0.046809,0.871293,0.011820,0.259941,3.739147,1.699634,0.873132,0.622920,0.617147,0.462212,0.453476,0.437150,0.464221,0.523882,0.488443,0.460233,0.372330,0.018897,0.011875,0.019556,0.035712,0.022788,0.019738,0.020825,0.012277,0.025312,0.026448,0.031195,0.015633,0.015209,speech
0.104704,0.005873,2.888036,0.214373,0.208375,0.751652,0.025153,0.184677,-29.361043,1.902715,-0.156387,0.000626,-0.180682,-0.135672,-0.047682,-0.138931,-0.104476,-0.084490,-0.106471,-0.026638,-0.188338,0.025718,0.004213,0.029889,0.016608,0.012229,0.008179,0.087718,0.004117,0.008710,0.014845,0.021931,0.009907,0.040505,-0.000913,-0.000005,0.005217,-0.000719,-0.000190,-0.001815,0.000655,-0.000219,-0.108375,-0.003326,0.001799,0.007196,0.011725,-0.000329,0.006452,0.001625,0.003199,0.008019,-0.000400,-0.001988,0.012590,-0.000301,-0.000008,0.000151,-0.000019,-0.000050,-0.000015,0.000501,-0.000002,-0.000005,-0.000476,0.001585,-0.000032,0.000032,0.107036,0.009047,0.460389,0.120563,0.045533,0.615541,0.017826,0.213972,3.676517,1.211888,0.894999,0.483137,0.463559,0.409915,0.326472,0.365176,0.415560,0.419418,0.326172,0.320457,0.320253,0.026867,0.006662,0.033170,0.025158,0.023126,0.013224,0.092027,0.007155,0.014017,0.021238,0.030578,0.015577,0.024019,0.126020,0.011685,0.656479,0.149814,0.056741,0.785006,0.025064,0.269362,3.287177,1.393605,0.845864,0.561202,0.517967,0.407220,0.400212,0.394463,0.470664,0.493476,0.394230,0.413897,0.400334,0.033459,0.008634,0.045966,0.030126,0.028613,0.016712,0.073303,0.008627,0.018673,0.026368,0.041229,0.019388,0.021273,speech
0.170680,0.007780,2.911274,0.296495,0.228472,1.351379,0.018848,0.316608,-29.290113,0.682872,-0.188104,-0.107376,-0.262444,-0.399154,-0.073133,-0.317671,-0.170553,-0.038510,-0.101777,0.030300,-0.107703,0.010958,0.002621,0.012835,0.015203,0.022857,0.019333,0.015592,0.001813,0.006649,0.012308,0.027811,0.004685,0.023217,-0.005974,-0.000001,-0.006100,-0.002685,0.000146,-0.032245,-0.000031,-0.008630,-0.058943,0.026901,-0.011307,-0.013852,0.005686,0.007429,0.007030,0.018162,0.011718,-0.000768,-0.006388,0.000387,-0.000134,-0.000183,0.000025,-0.000200,-0.000299,-0.000204,-0.000334,0.000240,-0.000032,-0.000029,-0.000076,0.002362,-0.000057,0.000553,0.114078,0.009625,0.435401,0.088715,0.039977,0.712309,0.020974,0.222861,3.299288,1.241343,0.920309,0.682847,0.447762,0.408860,0.394433,0.362647,0.472197,0.446240,0.415920,0.348462,0.411268,0.024642,0.005458,0.020389,0.024793,0.038128,0.032856,0.026153,0.002079,0.010582,0.018697,0.037023,0.007864,0.017102,0.153407,0.011291,0.601549,0.101492,0.048200,0.919481,0.025144,0.284065,3.477920,1.336491,0.834641,0.675259,0.525689,0.479681,0.475578,0.416475,0.496561,0.439068,0.407712,0.356252,0.450964,0.035342,0.007603,0.026777,0.032258,0.048149,0.039937,0.034925,0.002911,0.014846,0.021117,0.046738,0.010969,0.021793,speech
0.134895,0.010559,2.688223,0.228508,0.209042,0.985642,0.017084,0.228773,-27.675347,1.890189,-0.027260,0.189684,-0.073978,-0.036115,0.040545,-0.013271,0.002252,0.040058,-0.210962,-0.022080,-0.132659,0.019797,0.003669,0.028151,0.011015,0.016884,0.008917,0.039752,0.003403,0.006698,0.020366,0.036542,0.007319,0.024633,-0.001486,-0.000110,0.000913,0.000541,0.001199,-0.015912,0.000117,-0.005930,-0.079158,0.022084,0.001117,0.000379,0.000253,-0.003960,0.008905,-0.005291,0.004457,0.002156,-0.003686,-0.001156,-0.000951,-0.000020,-0.000006,0.000605,-0.000051,-0.000041,-0.000036,-0.002005,-0.000022,-0.000019,-0.000054,0.001039,-0.000017,-0.000281,0.122754,0.014346,0.517651,0.112460,0.044230,0.695745,0.010153,0.216471,3.445728,1.178360,1.009393,0.525284,0.477048,0.401349,0.438351,0.342872,0.260122,0.277402,0.296858,0.258435,0.245921,0.030305,0.004160,0.034977,0.014773,0.019473,0.012566,0.039297,0.006328,0.008944,0.022043,0.036738,0.009087,0.012939,0.159413,0.016970,0.759889,0.143190,0.060250,0.821383,0.012690,0.267969,3.815453,1.315021,1.011004,0.694935,0.534075,0.473114,0.524078,0.395643,0.370153,0.358652,0.324087,0.306503,0.325147,0.041121,0.005572,0.051191,0.019632,0.023752,0.016164,0.052500,0.008995,0.012369,0.028884,0.043465,0.012356,0.016970,speech
0.096300,0.027438,2.876682,0.200544,0.194670,0.794075,0.011660,0.190732,-25.035861,2.167654,0.094306,-0.155179,-0.040081,-0.075818,-0.364244,-0.428029,-0.390930,-0.133958,-0.177012,-0.184517,-0.020090,0.100801,0.001941,0.011335,0.008891,0.021981,0.023355,0.010248,0.002804,0.013561,0.007471,0.010417,0.002294,0.033450,-0.000079,0.000002,0.000599,-0.000042,0.000043,-0.000739,0.000001,-0.000191,0.004452,0.001565,0.000412,0.000276,-0.000306,0.000009,0.000097,-0.000047,-0.000141,-0.000120,-0.000070,-0.000032,-0.000027,0.000025,-0.000001,0.000002,0.000009,0.000007,0.000043,-0.000003,-0.000002,-0.000001,0.000001,0.000003,-0.000000,0.000005,0.094887,0.027821,0.457545,0.089378,0.024557,0.823457,0.010676,0.222147,2.026176,0.712787,0.602939,0.344221,0.339494,0.492740,0.256200,0.212710,0.226400,0.195826,0.185284,0.212515,0.231947,0.105896,0.002342,0.010139,0.007740,0.027434,0.028632,0.008206,0.004581,0.013181,0.006594,0.008372,0.002523,0.025122,0.125708,0.036789,0.728712,0.114981,0.033940,1.020242,0.015914,0.293606,2.964556,0.737302,0.849057,0.377104,0.408261,0.600664,0.313972,0.296158,0.336125,0.278143,0.251481,0.251454,0.268403,0.114221,0.003302,0.014065,0.009681,0.026752,0.029787,0.010810,0.006510,0.018087,0.010346,0.010619,0.003578,0.030013,music
0.088965,0.056409,2.836139,0.181407,0.177992,0.700495,0.035964,0.146106,-27.941443,1.604792,0.436540,0.470462,0.184788,0.201590,0.118922,0.108565,0.066191,0.059835,0.044564,0.063307,0.027203,0.006481,0.001092,0.094790,0.003800,0.022974,0.002722,0.110391,0.000705,0.001678,0.006365,0.030508,0.001239,0.050049,0.000000,0.000001,-0.000045,0.000014,0.000028,0.000001,0.000000,0.000000,0.002895,0.000332,0.000041,0.000066,0.000028,0.000032,0.000019,0.000022,0.000011,0.000014,0.000009,0.000010,0.000007,0.000000,0.000000,0.000056,0.000000,-0.000021,0.000000,0.000006,0.000000,0.000000,0.000000,0.000001,0.000000,0.000009,0.067497,0.047490,0.445504,0.068916,0.036829,0.538309,0.059178,0.125346,3.866016,0.979132,0.452296,0.346745,0.270801,0.241174,0.222949,0.198427,0.171531,0.164155,0.159821,0.154447,0.152237,0.008978,0.001341,0.074536,0.005588,0.024813,0.003771,0.089238,0.000788,0.002094,0.008341,0.036167,0.001396,0.026482,0.070631,0.050006,0.636985,0.070838,0.043881,0.552090,0.082711,0.130315,4.152319,0.955622,0.514083,0.389975,0.330202,0.291592,0.293245,0.259965,0.240228,0.224349,0.223027,0.207851,0.214313,0.012483,0.001708,0.089861,0.007870,0.031518,0.005154,0.107774,0.000994,0.002750,0.011331,0.048400,0.001820,0.028847,music
0.092623,0.020191,2.850917,0.212170,0.215898,0.675199,0.010859,0.131307,-28.154922,1.787305,0.357857,0.193144,0.126691,0.053853,-0.023844,-0.016809,-0.024590,-0.062959,-0.119040,-0.068815,0.043046,0.007998,0.000958,0.118408,0.015668,0.026691,0.002064,0.118455,0.001174,0.001859,0.003192,0.016811,0.002673,0.053375,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.065603,0.033242,0.413156,0.047990,0.019873,0.594043,0.015157,0.164267,3.149503,0.435340,0.360128,0.363314,0.277589,0.249814,0.314985,0.284986,0.214539,0.233189,0.233364,0.198967,0.181499,0.009878,0.001226,0.088176,0.019267,0.020886,0.002637,0.106552,0.001336,0.002465,0.003253,0.014156,0.003756,0.028802,0.062458,0.045841,0.566665,0.054414,0.019083,0.531398,0.020618,0.151236,3.656023,0.514370,0.373388,0.354118,0.273145,0.254348,0.289204,0.292963,0.237810,0.265274,0.220363,0.218538,0.215365,0.012007,0.001471,0.099408,0.021892,0.027464,0.003320,0.098826,0.001490,0.002966,0.004506,0.018079,0.003618,0.027792,music
0.096823,0.056026,3.144635,0.177086,0.177596,0.934931,0.004810,0.165850,-22.218921,1.443525,0.551768,0.670546,0.113786,0.121697,0.167249,0.087745,0.020186,0.037650,-0.005461,0.003816,-0.019971,0.013526,0.002349,0.043574,0.008872,0.032140,0.004168,0.060529,0.001728,0.004442,0.011657,0.035980,0.002182,0.024190,0.000003,0.000001,-0.000021,0.000019,0.000031,-0.000025,0.000001,-0.000001,0.003820,0.000286,-0.000148,0.000142,0.000139,0.000015,0.000089,0.000093,-0.000072,-0.000045,0.000097,0.000080,-0.000068,0.000001,0.000000,0.000005,0.000000,-0.000023,0.000000,0.000037,0.000002,0.000001,0.000000,0.000001,0.000000,0.000003,0.033394,0.029497,0.099340,0.023867,0.014745,0.365828,0.003556,0.078040,0.575558,0.423232,0.377788,0.295493,0.257989,0.245123,0.227663,0.224794,0.203852,0.193528,0.179909,0.168869,0.161128,0.008818,0.001890,0.034644,0.006520,0.019029,0.003781,0.031896,0.001720,0.003750,0.010798,0.026010,0.001856,0.009535,0.041730,0.040081,0.146032,0.027278,0.017769,0.458593,0.004132,0.098482,0.753237,0.580572,0.507804,0.399679,0.347418,0.330520,0.310639,0.314982,0.284947,0.265781,0.246019,0.236655,0.224878,0.012706,0.002590,0.049611,0.009718,0.030672,0.005626,0.050121,0.002395,0.005369,0.016413,0.039110,0.002653,0.013404,music
0.093951,0.105041,2.846824,0.178409,0.183741,0.671002,0.116158,0.158188,-28.567918,1.439363,0.328402,0.337553,0.088323,0.182395,0.075318,0.090226,0.048911,0.054633,0.012399,0.058998,0.008899,0.003818,0.000950,0.110794,0.006704,0.015905,0.004274,0.079914,0.000706,0.001707,0.006655,0.055913,0.000889,0.050235,0.001867,-0.001505,-0.000524,0.001555,0.000034,0.014065,0.000012,0.003204,-0.028649,-0.024040,-0.006686,-0.005437,-0.003712,-0.000033,-0.000315,-0.001449,-0.000313,-0.002341,-0.000971,0.001821,-0.002443,-0.000011,0.000003,-0.000320,0.000006,-0.000465,0.000033,-0.000284,0.000027,-0.000002,-0.000073,-0.000020,0.000005,-0.000132,0.101596,0.116019,0.674565,0.108801,0.068547,0.780180,0.220572,0.179522,8.015991,1.666188,0.610695,0.337500,0.282633,0.228429,0.280523,0.260245,0.175861,0.139946,0.127622,0.136109,0.155122,0.006263,0.001468,0.132812,0.015251,0.027809,0.009167,0.083711,0.001322,0.003184,0.012455,0.069538,0.001223,0.033804,0.083283,0.087913,0.873511,0.101507,0.077407,0.649910,0.339612,0.154022,7.670514,1.377688,0.653819,0.332949,0.361502,0.288758,0.412905,0.379316,0.278590,0.178826,0.191198,0.177413,0.211565,0.008245,0.001436,0.126622,0.022066,0.031969,0.013186,0.105218,0.001620,0.004419,0.017520,0.093060,0.001253,0.027025,music
