@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {speech,music}

@DATA
0.079255,0.036921,2.758323,0.187798,0.220910,0.436804,0.030937,0.097604,-27.076036,2.509745,0.249899,0.048768,-0.106722,0.016785,0.051763,-0.043435,-0.156459,-0.133743,-0.214588,-0.113797,-0.260603,0.021129,0.007644,0.040670,0.026158,0.010567,0.013213,0.077349,0.004353,0.006142,0.009895,0.031959,0.002413,0.038162,-0.001742,-0.000044,0.018988,-0.001108,-0.001372,-0.001934,0.000203,-0.000646,-0.020171,0.004557,0.011505,0.002522,-0.007815,-0.001934,-0.000967,0.007540,0.001033,0.005804,0.001864,0.014532,0.006556,-0.000351,-0.000046,0.002094,-0.000101,-0.000021,-0.000060,0.004205,-0.000019,0.000019,-0.000161,-0.001430,-0.000103,0.001054,0.093771,0.037652,0.499771,0.087574,0.039847,0.564401,0.031271,0.143709,4.307745,1.012282,0.930169,0.467826,0.359236,0.314889,0.247366,0.280435,0.213988,0.270511,0.323215,0.299825,0.323761,0.029569,0.013867,0.034955,0.036053,0.013748,0.020372,0.088789,0.011252,0.008139,0.013337,0.041251,0.003737,0.021817,0.102726,0.043030,0.718743,0.101334,0.040025,0.558399,0.042459,0.143588,4.104779,1.158964,0.802924,0.557591,0.420238,0.423305,0.295567,0.332093,0.250694,0.377838,0.346652,0.346733,0.440835,0.041659,0.019190,0.046647,0.045071,0.020121,0.020859,0.061096,0.015337,0.010926,0.016989,0.041582,0.005648,0.018800,speech
0.125814,0.030568,2.668367,0.245597,0.211279,0.909564,0.016205,0.235563,-26.281440,1.971567,-0.061271,0.081039,-0.162102,-0.028880,0.224369,-0.100020,-0.063259,-0.014755,-0.199806,-0.244146,-0.329996,0.027633,0.010970,0.038087,0.021002,0.009003,0.005114,0.035453,0.005541,0.003775,0.016598,0.024145,0.007636,0.025910,-0.001377,-0.001416,-0.011689,-0.001036,0.001294,-0.025368,0.000760,-0.008438,-0.327720,0.016606,0.026657,0.002182,-0.004116,0.010193,-0.000712,0.020614,0.001040,-0.003697,0.014719,0.030233,0.000313,-0.000191,-0.000114,-0.001523,-0.000118,-0.000144,-0.000242,0.001828,-0.000133,-0.000185,-0.000834,0.002375,-0.000307,0.000616,0.117350,0.028853,0.702120,0.127968,0.036005,0.731257,0.010757,0.243255,3.292398,1.359253,0.859877,0.450108,0.422704,0.345316,0.332933,0.407101,0.268609,0.257160,0.289228,0.309234,0.351623,0.033366,0.013356,0.043592,0.030609,0.009111,0.004662,0.039230,0.010866,0.005123,0.021236,0.027511,0.009723,0.015002,0.112323,0.025334,0.964248,0.135277,0.041800,0.921126,0.015532,0.282254,3.008199,1.352451,0.995769,0.559227,0.495773,0.282670,0.389063,0.310153,0.348566,0.260520,0.386901,0.381789,0.383267,0.039508,0.020523,0.051678,0.038876,0.011004,0.006231,0.043556,0.015036,0.006956,0.021858,0.030402,0.013752,0.016613,speech
0.119558,0.027308,2.781893,0.233905,0.220910,0.708698,0.017419,0.188213,-26.338720,2.316180,0.758009,0.214025,-0.042555,-0.104733,0.251301,0.159433,-0.028198,0.194713,-0.115887,0.189374,-0.029690,0.012036,0.003053,0.062481,0.014111,0.026337,0.004709,0.054737,0.001310,0.003617,0.010755,0.052488,0.001990,0.035290,0.001185,-0.000013,-0.008586,0.000623,0.000192,0.000819,0.000552,-0.000143,-0.011098,-0.001329,0.003517,0.002471,-0.009256,-0.008131,-0.006483,0.007553,-0.012783,-0.006023,0.000859,0.011990,0.010153,-0.000151,-0.000001,0.000684,-0.000053,-0.000063,0.000003,0.002142,-0.000000,-0.000009,-0.000094,-0.000753,-0.000004,0.000427,0.158985,0.029663,0.438031,0.149212,0.047926,0.792768,0.010858,0.280212,4.104077,1.130305,0.593158,0.321137,0.322732,0.434012,0.370311,0.267395,0.270946,0.204030,0.173887,0.146195,0.163222,0.021003,0.005888,0.048394,0.017539,0.029758,0.006472,0.083072,0.001869,0.004583,0.012110,0.063420,0.002545,0.022256,0.193028,0.035581,0.588571,0.175575,0.050839,0.941158,0.015210,0.352726,3.657409,1.475288,0.745402,0.407930,0.474423,0.490636,0.432676,0.317273,0.320614,0.259420,0.235434,0.187408,0.208372,0.029771,0.006296,0.061550,0.020758,0.032951,0.009225,0.084891,0.002302,0.006368,0.015168,0.059776,0.003468,0.020002,speech
0.075880,0.008654,2.788907,0.187029,0.198450,0.657460,0.019926,0.157093,-27.890417,2.197779,0.957053,0.256925,-0.115183,0.110281,0.172952,0.235754,-0.122567,0.145732,-0.075195,0.169291,0.000862,0.011409,0.001688,0.048215,0.007914,0.011654,0.005849,0.061855,0.001415,0.001778,0.010666,0.094984,0.003161,0.039516,-0.000320,-0.000026,-0.006235,0.001189,0.001454,-0.001179,0.000456,-0.000644,-0.064992,-0.019293,-0.022209,-0.006017,0.007326,0.001894,0.009648,-0.011626,0.006235,-0.006495,0.000707,-0.002274,-0.000249,-0.000603,-0.000003,-0.002652,-0.000186,-0.001065,-0.000033,-0.005051,0.000001,-0.000083,-0.000068,0.003859,-0.000003,-0.000749,0.094618,0.008980,0.374907,0.098585,0.036701,0.543513,0.016395,0.157168,2.938115,0.920952,0.739821,0.412653,0.386956,0.222867,0.321788,0.244755,0.249316,0.221007,0.197488,0.147344,0.163313,0.012599,0.002741,0.033832,0.010102,0.011433,0.007429,0.075747,0.002526,0.001530,0.012881,0.054177,0.004433,0.016549,0.115222,0.009020,0.439404,0.108766,0.047267,0.607955,0.019894,0.182166,2.707134,1.054617,0.760637,0.567494,0.465604,0.278553,0.342666,0.280246,0.281783,0.283751,0.259988,0.167939,0.215129,0.018705,0.003233,0.047670,0.013644,0.014621,0.008632,0.082127,0.002897,0.002435,0.015503,0.064531,0.005504,0.019691,speech
0.144579,0.017692,2.920904,0.254653,0.222694,0.964851,0.018856,0.229469,-26.160053,1.804919,0.326236,-0.114713,-0.146977,-0.036484,0.107474,-0.240803,-0.084705,-0.100530,-0.314719,0.018221,-0.348981,0.030342,0.005793,0.028776,0.023276,0.008957,0.008602,0.028413,0.004822,0.007031,0.026248,0.026970,0.004781,0.029663,0.000399,-0.000057,0.005352,-0.002190,-0.001972,0.010011,0.000126,0.001609,0.032067,-0.019139,-0.030252,0.021086,0.011088,-0.017089,-0.000742,-0.011108,-0.018577,-0.001522,0.007368,0.012541,0.006351,-0.001000,-0.000001,-0.000837,-0.000005,0.000048,0.000426,-0.005212,0.000040,0.000005,-0.000064,0.002263,-0.000083,-0.001374,0.134232,0.015177,0.404745,0.119746,0.046577,0.686624,0.015572,0.239061,3.317544,1.097590,0.785549,0.603261,0.442390,0.337528,0.313612,0.301173,0.267652,0.266072,0.267360,0.404638,0.311338,0.051420,0.013536,0.033235,0.037956,0.010609,0.014995,0.057835,0.008793,0.007682,0.024681,0.033059,0.007001,0.018561,0.163950,0.019759,0.500149,0.147010,0.054263,0.955518,0.019350,0.335791,2.359041,1.366665,0.600910,0.585688,0.544355,0.361306,0.384551,0.343929,0.273058,0.269783,0.291232,0.307325,0.366789,0.058633,0.018850,0.041555,0.040511,0.014452,0.019131,0.047707,0.008213,0.006084,0.024701,0.037602,0.009435,0.023004,speech
0.161259,0.012677,2.535685,0.250704,0.219066,1.049320,0.016133,0.243817,-28.576653,1.523988,-0.139831,0.070963,-0.107843,0.122274,-0.050561,-0.094156,-0.067485,0.028777,-0.174196,-0.072187,-0.142728,0.015038,0.006952,0.032839,0.016082,0.013806,0.009691,0.039467,0.004443,0.013165,0.017792,0.020626,0.006387,0.024883,-0.006034,-0.000008,0.008177,-0.003992,-0.001311,-0.022688,0.001200,-0.008409,-0.058045,0.016949,-0.030828,0.004851,-0.001711,-0.004917,-0.005078,0.015321,0.004783,0.003985,0.014719,0.004683,-0.000876,-0.000456,-0.000006,0.003516,-0.000058,-0.000008,-0.000056,0.006554,-0.000009,-0.000040,-0.000616,-0.002553,-0.000037,0.001632,0.155486,0.020196,0.563302,0.122338,0.043951,0.780055,0.010706,0.239755,4.504518,1.316531,1.197267,0.573715,0.496850,0.379429,0.346329,0.370835,0.315564,0.274830,0.330135,0.319138,0.246397,0.020288,0.010467,0.042762,0.025087,0.021414,0.016904,0.076498,0.006183,0.021274,0.026180,0.021673,0.006276,0.022039,0.181105,0.023645,0.790774,0.148856,0.055730,1.001869,0.012839,0.307566,4.213089,1.633424,0.974819,0.642880,0.647509,0.437507,0.487294,0.398769,0.351903,0.303824,0.365453,0.380891,0.355648,0.030388,0.012494,0.045176,0.028323,0.027523,0.024564,0.067690,0.007912,0.027605,0.028249,0.030648,0.008579,0.020954,speech
0.119319,0.007833,2.896201,0.229505,0.205833,0.962926,0.022135,0.180701,-29.284737,0.978729,-0.311573,0.265712,-0.365718,-0.396861,-0.460568,-0.369180,-0.011336,0.122503,0.230887,-0.105932,-0.010584,0.023906,0.003497,0.017420,0.012752,0.011794,0.019977,0.038217,0.001918,0.016045,0.010952,0.023687,0.008823,0.027038,-0.001509,-0.000006,0.008491,-0.001728,-0.000626,-0.018042,0.001342,-0.004611,-0.378268,-0.024948,0.000053,-0.032589,0.000652,-0.004232,-0.026214,0.029675,-0.012414,0.030921,-0.020327,0.011640,-0.008771,-0.000108,-0.000030,-0.002210,-0.000228,-0.002155,-0.003708,0.006668,-0.000035,-0.000003,-0.000063,0.002301,-0.000062,0.000726,0.093030,0.012925,0.466513,0.074769,0.048415,0.683436,0.013610,0.162967,4.390885,1.845878,0.755794,0.553634,0.358596,0.308657,0.338588,0.462212,0.472581,0.416261,0.494616,0.446123,0.261570,0.045976,0.008739,0.031455,0.021420,0.017222,0.035779,0.063220,0.003390,0.022959,0.017920,0.030100,0.011985,0.018062,0.103867,0.014515,0.629505,0.078078,0.049570,0.748690,0.016717,0.199482,3.271094,1.618279,0.602840,0.575048,0.471395,0.431947,0.372464,0.499342,0.544857,0.477362,0.562400,0.577971,0.371979,0.058839,0.011460,0.034020,0.031612,0.022667,0.046751,0.075283,0.004443,0.029664,0.021423,0.032597,0.016287,0.019068,speech
0.119743,0.010736,2.639926,0.231758,0.222409,0.908142,0.024616,0.216625,-28.232998,1.781814,0.174481,-0.055435,-0.445118,-0.075206,0.121954,-0.224243,-0.182794,-0.311322,-0.143350,0.010625,-0.045876,0.011608,0.002427,0.053331,0.027678,0.026835,0.013965,0.038352,0.002905,0.007864,0.007665,0.026565,0.004769,0.031223,-0.002597,-0.000143,-0.001945,-0.002412,0.000805,-0.029450,0.006123,-0.004312,-0.414873,0.004877,0.061261,0.010987,0.013035,0.016288,-0.015654,0.021315,0.008755,0.013115,0.002407,-0.005300,-0.005794,-0.000051,-0.000062,0.008774,-0.001483,-0.000232,-0.000164,-0.000201,-0.000241,-0.000228,-0.000176,0.000888,-0.000046,0.002137,0.106758,0.018009,0.492299,0.108815,0.043963,0.815657,0.023128,0.231403,4.499983,0.865284,1.061520,0.523435,0.527822,0.369557,0.381691,0.368503,0.342879,0.400192,0.372478,0.301741,0.250282,0.017822,0.002351,0.065177,0.043574,0.039804,0.020298,0.061496,0.004929,0.014405,0.010991,0.027710,0.007723,0.022045,0.134784,0.025608,0.722175,0.132794,0.050162,1.124771,0.025994,0.321684,3.898528,1.153674,0.877139,0.689615,0.554178,0.406868,0.309761,0.437117,0.414199,0.477175,0.481149,0.415716,0.273009,0.023663,0.003302,0.064690,0.054406,0.062852,0.030250,0.082630,0.004899,0.020358,0.015646,0.023004,0.009429,0.028807,speech
0.093492,0.012088,2.908239,0.192820,0.202147,0.697602,0.029328,0.158042,-28.074259,2.087319,0.446348,0.064051,-0.419611,-0.296105,0.085461,0.149150,-0.051953,0.169577,-0.132510,0.024012,-0.239251,0.018728,0.009976,0.041936,0.008032,0.014139,0.007811,0.078060,0.004238,0.017198,0.018614,0.023273,0.006738,0.037101,-0.003671,-0.000945,-0.029083,-0.006452,-0.000518,-0.019647,0.008617,-0.002833,-0.708677,0.031596,-0.106905,0.069979,0.075051,0.013043,0.031711,0.005275,0.043411,-0.043905,-0.042232,0.014360,-0.009421,-0.000032,-0.000029,-0.001896,-0.004273,-0.001833,-0.000052,0.035783,-0.000003,-0.000096,-0.008418,-0.001605,-0.000102,0.006047,0.101006,0.014831,0.234165,0.093285,0.041141,0.521146,0.025781,0.166704,3.636576,0.859197,0.823061,0.450198,0.384280,0.232470,0.342373,0.395938,0.315562,0.298619,0.331369,0.298775,0.303529,0.019316,0.016570,0.043957,0.009136,0.017914,0.013263,0.075988,0.009980,0.032121,0.024998,0.024032,0.009499,0.023435,0.119242,0.020758,0.335147,0.109241,0.058514,0.604563,0.031798,0.198502,3.138091,1.001625,0.754905,0.527309,0.499102,0.317563,0.362843,0.487980,0.446193,0.396572,0.422179,0.347876,0.362625,0.024286,0.022625,0.053357,0.019720,0.025258,0.018065,0.058910,0.014257,0.043078,0.044247,0.037589,0.013871,0.022515,speech
0.117710,0.009553,2.732527,0.216634,0.207889,0.932532,0.017803,0.218581,-28.923546,1.594806,-0.063799,0.059473,-0.295276,0.181959,-0.044729,-0.009207,-0.081952,0.034268,-0.195921,0.044091,-0.051546,0.018722,0.004888,0.024972,0.007145,0.009246,0.009624,0.037169,0.003831,0.008529,0.019751,0.049981,0.005600,0.027997,-0.000423,-0.000003,-0.010934,-0.000093,0.000424,-0.003177,0.000741,-0.001434,-0.083396,-0.003753,-0.007430,0.004335,0.005768,0.009118,0.000771,0.002638,0.002995,-0.005107,0.003144,-0.002081,-0.005192,-0.000085,-0.000005,0.000044,-0.000012,-0.000044,-0.000005,-0.005783,0.000001,-0.000041,-0.000342,0.002396,-0.000040,-0.001326,0.096141,0.018568,0.521312,0.087631,0.046401,0.606289,0.012653,0.185515,4.748010,1.066155,1.119321,0.441798,0.615115,0.356239,0.262462,0.270778,0.248570,0.271802,0.331478,0.198109,0.296330,0.017422,0.007378,0.037483,0.013236,0.012905,0.013866,0.071382,0.005843,0.011357,0.025448,0.058563,0.005821,0.021686,0.119257,0.021191,0.764468,0.114421,0.054092,0.797470,0.016925,0.241220,3.196564,1.200253,0.827777,0.456623,0.603614,0.417663,0.307808,0.282510,0.247043,0.316182,0.375221,0.315713,0.337876,0.022535,0.009266,0.041628,0.019087,0.017153,0.015816,0.061083,0.006697,0.012595,0.022166,0.060355,0.007047,0.018701,speech
0.179474,0.014238,2.908527,0.296959,0.239070,0.965384,0.017073,0.287417,-27.370396,1.783973,0.764406,0.097316,-0.183032,-0.101521,0.492028,-0.015992,0.029303,0.091668,-0.041374,0.181370,-0.077545,0.004162,0.002794,0.019487,0.004119,0.020347,0.015359,0.074074,0.000864,0.008751,0.030873,0.017874,0.001817,0.031222,-0.011911,-0.000442,-0.002871,-0.007371,0.001282,-0.032698,0.000847,-0.014521,-0.136385,0.019729,-0.028797,0.011969,0.011892,0.004227,-0.021653,0.002965,-0.018394,-0.024923,-0.003186,-0.013963,-0.010557,-0.000023,-0.000002,0.004353,0.000018,-0.000020,0.000005,0.001889,-0.000066,-0.000020,0.000048,0.000554,0.000005,0.000939,0.199361,0.013307,0.339127,0.166929,0.035453,0.905106,0.012502,0.319987,3.804686,1.342404,0.603540,0.403270,0.355224,0.313898,0.326927,0.244039,0.219266,0.204095,0.208928,0.191144,0.150366,0.003790,0.003057,0.025602,0.007355,0.041506,0.032401,0.074265,0.000773,0.014607,0.037731,0.028887,0.003124,0.021169,0.220822,0.016083,0.455053,0.188304,0.054346,0.996630,0.015808,0.339381,2.481659,1.675876,0.790930,0.521421,0.473075,0.418181,0.405344,0.293514,0.338435,0.251117,0.270088,0.221361,0.215771,0.005825,0.004129,0.017327,0.010473,0.061302,0.045264,0.104123,0.001088,0.017658,0.040861,0.031489,0.004557,0.024899,speech
0.106977,0.011106,2.951042,0.213300,0.205780,0.864708,0.024744,0.163687,-28.148979,1.936502,-0.033313,0.305852,-0.118757,-0.110065,0.174325,-0.019889,-0.094411,0.133596,-0.167030,0.248929,-0.039471,0.009425,0.003945,0.027083,0.007965,0.023326,0.005820,0.059213,0.002079,0.010084,0.027387,0.033102,0.002300,0.032723,-0.009574,-0.000069,-0.004976,-0.005182,0.001310,-0.059453,-0.000732,-0.021687,-0.336041,-0.050719,-0.020776,-0.002834,-0.025381,0.006948,0.015845,0.015811,0.006917,0.003766,-0.004202,-0.005999,0.006565,-0.000107,-0.000062,-0.001780,-0.000126,-0.000963,-0.000037,0.011532,-0.000045,-0.000127,-0.000381,0.001025,-0.000154,0.003106,0.099350,0.015149,0.313579,0.095041,0.043952,0.602001,0.020003,0.145041,4.536749,1.073116,1.074153,0.348663,0.459054,0.271062,0.335875,0.251947,0.285596,0.249248,0.239755,0.201327,0.162584,0.012027,0.005654,0.051753,0.009843,0.031606,0.007045,0.092291,0.003366,0.012567,0.031251,0.034446,0.002808,0.023144,0.148682,0.016479,0.452757,0.140945,0.060710,0.830898,0.019566,0.235774,3.164475,1.261243,1.010308,0.422630,0.545934,0.365199,0.434643,0.337000,0.321431,0.352441,0.330692,0.323518,0.196377,0.017604,0.006495,0.069802,0.012145,0.042803,0.011033,0.084509,0.004530,0.014746,0.040199,0.044894,0.004072,0.024110,speech
0.129933,0.032886,2.876532,0.234355,0.227644,0.683437,0.033023,0.190417,-26.337478,2.117252,0.444637,-0.180760,-0.348170,-0.098909,-0.094772,-0.155016,-0.333921,-0.270279,-0.161212,-0.012645,-0.078171,0.031900,0.001889,0.035048,0.029606,0.027887,0.021864,0.079600,0.000860,0.011362,0.006953,0.009510,0.001691,0.045943,-0.004443,-0.004956,-0.001145,-0.003248,0.001565,-0.011804,0.012056,-0.004042,-0.590591,-0.000403,-0.060226,0.103483,0.058973,0.023505,0.009729,-0.023672,0.052852,0.047735,0.051246,0.026458,0.009406,-0.000145,-0.000086,-0.002763,-0.014160,-0.000278,-0.000206,0.037244,-0.000006,-0.000022,-0.000053,-0.001391,-0.000033,0.006403,0.124696,0.030439,0.466278,0.103514,0.031790,0.638826,0.031105,0.205814,3.012401,0.889686,0.687764,0.473322,0.316818,0.341473,0.336847,0.347084,0.296684,0.353481,0.331567,0.297944,0.230977,0.032563,0.002209,0.036208,0.037060,0.032839,0.031048,0.105143,0.001017,0.022149,0.018111,0.014009,0.002412,0.027781,0.135754,0.030572,0.642333,0.105878,0.040378,0.681738,0.034515,0.208046,1.907862,0.938119,0.727038,0.408725,0.299861,0.327056,0.397740,0.348122,0.335857,0.353759,0.321414,0.326161,0.293104,0.047462,0.003081,0.046799,0.044731,0.041064,0.037286,0.099906,0.001326,0.028563,0.022015,0.018596,0.004050,0.033425,speech
0.156158,0.008022,2.739677,0.278167,0.229068,1.174737,0.017690,0.281000,-27.781464,1.271169,0.159185,0.027130,-0.164191,-0.306277,-0.245441,-0.104982,-0.286066,-0.267967,-0.024572,-0.072637,-0.010100,0.009840,0.001678,0.023518,0.033208,0.025448,0.021973,0.063053,0.001928,0.007475,0.005757,0.016795,0.002505,0.033749,-0.003408,-0.000662,-0.011372,-0.005470,-0.000792,-0.035270,0.003885,-0.005227,-0.319711,0.028720,-0.012344,-0.000876,-0.000964,0.025172,0.013892,0.012952,0.030664,0.003724,-0.011056,-0.014814,-0.008493,-0.000102,-0.000008,-0.000622,-0.000090,-0.001092,-0.000677,0.006936,-0.000025,-0.000120,-0.000055,0.001153,-0.000045,0.001776,0.144844,0.008648,0.538324,0.115495,0.026305,0.836043,0.017906,0.251373,3.838453,1.224196,0.705571,0.573359,0.259760,0.557859,0.393643,0.436328,0.371526,0.400988,0.405632,0.333685,0.300387,0.016192,0.001800,0.038115,0.055040,0.035440,0.029079,0.096389,0.003410,0.010935,0.008983,0.027008,0.003205,0.026010,0.127763,0.009533,0.756627,0.107616,0.032830,0.742256,0.018876,0.232156,2.681761,1.129895,0.794936,0.602205,0.334486,0.680495,0.456436,0.493260,0.448780,0.529673,0.423498,0.434216,0.387776,0.019113,0.002570,0.053260,0.061092,0.049690,0.043955,0.082806,0.004291,0.013209,0.013038,0.033391,0.004260,0.023679,speech
0.220380,0.014469,2.801079,0.334657,0.244895,1.508626,0.021733,0.457917,-29.787439,0.791494,0.488032,-0.203803,-0.287713,-0.251680,-0.367317,-0.187060,-0.015808,-0.057625,0.119331,0.251662,-0.145937,0.006121,0.002432,0.013379,0.011552,0.011334,0.010239,0.033475,0.004751,0.014740,0.005845,0.036924,0.006284,0.023479,0.011535,-0.000297,0.176138,0.053190,0.004272,0.539493,0.008465,0.202458,-1.978690,-0.811113,-0.068224,-0.014227,0.077819,0.012600,0.003151,0.110307,0.257449,0.142391,0.141798,0.120649,-0.033273,-0.001026,-0.000216,-0.032686,-0.039441,-0.009120,-0.002396,0.007825,0.000080,-0.000269,-0.000520,0.024379,0.000064,-0.006753,0.115247,0.018995,0.339916,0.085497,0.020717,0.514959,0.005450,0.183238,2.140326,0.841843,0.407520,0.387293,0.303305,0.246744,0.304402,0.395173,0.278159,0.268599,0.348426,0.262509,0.163210,0.012941,0.004312,0.013604,0.026880,0.015486,0.017871,0.039981,0.008860,0.021112,0.008287,0.015905,0.013701,0.012531,0.128551,0.025920,0.503682,0.092333,0.029816,0.590435,0.007174,0.213135,1.755813,1.022693,0.407600,0.368397,0.404527,0.297898,0.368214,0.392379,0.309704,0.367174,0.341925,0.257595,0.238291,0.016338,0.005743,0.014097,0.030239,0.021415,0.026618,0.044622,0.009405,0.020973,0.010680,0.018827,0.015768,0.015346,speech
